Cycle	Depth	angle_mean	angle_std	area_convex	area_px	area_um	circularity	cvgrey	datetime_fin	datetime_ini	eccentricity	elongation	esd_px	esd_um	extent	img_fin	img_ini	intgrey	kurtgrey	length	longest_distance	major_px	maxgrey	mean_orientation_particle	meangrey	mediangrey	mingrey	minor_px	orientation	perim_px	perimmajor	rangegrey	rayleigh_statistics	rmsd	roll_correction	seq	sinusoity_index	skewgrey	solidity	speed	stdgrey	step_length_mean	step_length_std	track_id	vertical_speed	vig_name	vx
moose22_c1	500	58.921255271798366	2.2635339213889636	64.0	59.0	236273.88439026268	0.8774818081147652	48.34214742492215	2022-09-08 15:01:39.000	2022-09-08 15:01:36.000	0.6521701618037731	1.319134854011107	8.667244841319219	548.4826824922246	0.6625	20220908-150139-1	20220908-150136-1	4806.0	-1.0210911919877506	5	1.7299730561212356	10.110888439173703	168.0	5.693812730914147	82.24528301886792	76.0	24.0	7.597024312609367	asc	28.14213562373095	2.7833494349217465	144.0	0.0070901976076589044	16.564535519314056	3.0	20220908-150000	1.219537595455583	0.24761501317267096	0.8939393939393939	419.69978966535524	40.419454845641006	3643.227340845098	1107.71246999509	moose22_c1500_20220908-150136-1-12	359.237328398727	moose22_c1500_20220908-150136-1-12.png	235.24156087802186
moose22_c1	500	44.29129584458161	3.0559608105212126	318.0	251.0	1223931.701134643	0.4156376636807769	43.24044238235719	2022-09-08 15:01:53.000	2022-09-08 15:01:50.000	0.7512752686117826	1.5151767843573087	17.876888032555495	1248.3421974521273	0.5565476190476191	20220908-150153-1	20220908-150150-1	23349.0	-0.8743026770956339	5	4.253574653231967	23.774416953692555	192.0	316.42206149917206	93.02390438247015	93.0	23.0	15.690853502468975	asc	79.01219330881975	3.4408871808285317	169.0	0.007168583599247064	19.537988816078407	3.0	20220908-150000	1.3919984568931956	0.03860550919912482	0.7529411764705882	336.1651759582191	41.22073250746702	2918.100485748431	1156.612331115013	moose22_c1500_20220908-150150-1-25	234.3816805817777	moose22_c1500_20220908-150150-1-25.png	252.71782360184918
moose22_c1	500	39.68320915535531	10.242289805594076	288.0	204.5	970111.6087689558	0.4100148470392044	43.24876193576459	2022-09-08 15:01:58.000	2022-09-08 15:01:56.000	0.7349433488118089	1.4748703192165522	16.12741454831956	1110.6065217526518	0.5185319917440661	20220908-150158-1	20220908-150156-1	16309.0	-0.7231072552111564	4	0.0	23.128155784730712	174.0	7.033179945399923	80.89854456903387	79.5	23.0	15.55583790366272	asc	82.3050865276332	3.6226530197113016	151.0	0.03895412036803269	7.248241577739936	3.0	20220908-150000	1.3557005064754168	0.1688687791073245	0.7193781282275363	206.41857647523898	35.3291639924722	1592.7359295928934	328.6785932418435	moose22_c1500_20220908-150156-1-34	129.98427767275328	moose22_c1500_20220908-150156-1-34.png	166.5190069735009
moose22_c1	500	359.4808618520848	14.794962369259254	47.0	43.0	164948.3598589058	0.8091987148532883	50.55214156806258	2022-09-08 15:02:16.000	2022-09-08 15:02:13.000	0.8634017350345388	1.9820936066546533	7.399277020331919	458.2780538183834	0.6060606060606061	20220908-150216-1	20220908-150213-1	3747.0	-1.1737574214054087	5	26.74667973701819	10.870877846411659	174.0	28.045930687625738	89.86363636363636	84.0	25.0	5.484543116386597	mix	25.31370849898477	2.334827394689309	151.0	0.011687011786366195	90.39696246146644	3.0	20220908-150000	1.2829180551505879	0.07992407040800853	0.8974358974358975	804.8056782609091	44.02509145573636	6986.1604015703915	2558.5853165221797	moose22_c1500_20220908-150213-1-46	7.133889000653433	moose22_c1500_20220908-150213-1-46.png	787.2489185382054
moose22_c1	500	157.95938097441487	25.62308425663336	304.0	194.0	913647.1265382472	0.35231225177034764	46.10660101544708	2022-09-08 15:05:13.000	2022-09-08 15:05:11.000	0.6147515391028008	1.2683431717157712	15.710180723475096	1078.0002502133693	0.4217391304347826	20220908-150513-1	20220908-150511-1	14125.5	-0.7161071757721187	4	0.5188379719654763	22.38510017229532	172.0	46.67249972404682	72.97031853925097	70.0	25.0	16.659081035525	mix	85.66904755831212	3.9279162597738435	147.0	0.07572632126171375	25.740347423348044	3.0	20220908-150000	2.3484390705731526	0.391430198346822	0.6378629324618265	237.06215149046142	33.73197118466302	1829.1832676733127	758.8181470387607	moose22_c1500_20220908-150511-1-82	83.40477311867457	moose22_c1500_20220908-150511-1-82.png	209.75158124641186
moose22_c1	500	297.83630688667955	17.31792155541687	51.0	45.0	173690.9744467547	0.8090594104371978	41.21478636043576	2022-09-08 15:06:16.000	2022-09-08 15:06:13.000	0.7806200040496958	1.5999848260156382	7.569397566060481	470.266113205271	0.675	20220908-150616-1	20220908-150613-1	3559.0	-0.7456000032417318	5	0.0	10.261596606752429	153.0	78.46315668748952	80.88636363636364	72.5	25.0	6.073161324689479	desc	26.14213562373095	2.7088020948592733	128.0	0.013779197344880771	26.792599475531517	3.0	20220908-150000	1.2065672299516297	0.26411245721509874	0.8627450980392157	318.07483072710323	35.672892630049525	2761.0662389505487	640.6930858056586	moose22_c1500_20220908-150613-1-103	271.96575116999196	moose22_c1500_20220908-150613-1-103.png	115.70207999999997
moose22_c1	500	27.399045522012216	5.779494951703902	118.5	96.0	411759.075773188	0.5823228996032105	47.874578628294614	2022-09-08 15:07:30.000	2022-09-08 15:07:27.000	0.6796037684158267	1.3785576504256951	11.012044245935463	720.3763323634473	0.5939102564102564	20220908-150730-1	20220908-150727-1	7406.5	-0.9144336166793036	4	22.758587763792214	13.638069146895418	158.5	340.0204139046407	77.48678167357454	74.5	24.0	8.785631488993687	asc	46.64518395093589	3.1095183428575184	135.5	0.03509508150203111	118.7697063065348	3.0	20220908-150000	1.4040005124732793	0.3254479585638342	0.8107879234167894	939.971961518907	36.428891118664886	10879.305110172538	1704.2854050168646	moose22_c1500_20220908-150727-1-112	430.16986407112665	moose22_c1500_20220908-150727-1-112.png	845.5677560245053
moose22_c1	500	131.7327064590263	4.6884773207175305	45.0	40.5	154099.7221868182	0.9435241748553628	41.431483578899844	2022-09-08 15:09:19.000	2022-09-08 15:09:17.000	0.7011115473884402	1.4032457761757078	7.180824229227326	442.94041574700583	0.6377728174603174	20220908-150919-1	20220908-150917-1	3668.0	-0.5566316550192225	4	6.1951027307275774	8.652844209910093	162.0	38.54546439021317	92.06326781326784	87.5	23.5	6.248744066749254	asc	23.227922061357862	2.66795110367624	138.5	0.03449814121529673	62.16882291971904	3.0	20220908-150000	1.5627105246134505	0.008614028536691645	0.9128787878787878	684.4144469177147	36.932415131937994	5280.975670661379	400.5898501085748	moose22_c1500_20220908-150917-1-140	509.08765396988815	moose22_c1500_20220908-150917-1-140.png	424.65391662971183
moose22_c1	500	4.993916636521135	19.72484716173864	105.0	80.0	333916.63964495866	0.3890293183169093	47.29241877256318	2022-09-08 15:11:25.500	2022-09-08 15:11:20.500	0.9582554632474458	3.497562658685652	10.092530088080641	652.0397765788853	0.42105263157894735	20220908-151125-2	20220908-151120-2	4432.0	-0.16303624391927318	7	0.0	19.427270678424986	130.0	1.4300011384744382	55.4	49.0	23.0	5.827405424990503	mix	48.55634918610405	2.5516323033495314	106.0	0.00097246864721504	28.602086753758194	3.0	20220908-150000	1.2305993292127475	0.8152685433997111	0.7592592592592593	558.6382723612896	27.642476729534987	5388.1006207686105	1766.3841321050452	moose22_c1500_20220908-151120-2-154	45.86806876257997	moose22_c1500_20220908-151120-2-154.png	525.91536
moose22_c1	500	227.60988629736116	86.2571495378432	82.0	75.0	310311.18603814143	0.9003338135783683	45.14445950173182	2022-09-08 15:12:16.500	2022-09-08 15:12:11.000	0.5900485835959641	1.2390811139280609	9.7720502380584	628.5701816324344	0.6818181818181818	20220908-151216-2	20220908-151211-1	8135.0	-1.1598555157851398	8	0.7921506451824153	10.949675297034593	198.0	328.1238879507893	108.53989361702128	117.75	23.0	9.02683824689848	mix	33.59188309203678	2.9964148824744994	174.5	0.5008163989289376	40.482649482177095	3.0	20220908-150000	21.612158790366188	-0.2624323147344537	0.9179912304741024	684.1236001215608	47.61090782465628	6221.362104280067	2894.809055170387	moose22_c1500_20220908-151211-1-178	132.15350707320155	moose22_c1500_20220908-151211-1-178.png	543.0895428901874
